username,text
Irene,impress stay close disneyland last night stay california got close midnight call confirm earlier even let know go check latethat problem everyon tire want sleep ac alway turn tri everyth bed uncomfortabledifficult sleep woke make coff room coff maker work
Irene W,stay best western midmarch pleasantli surpri nice highend hotel busi rout scenic spot handi highway area attract importantli neat clean look like decor recent
Iris,bad valet park worst one time wait 45 min 30 min vehicl arriv twice excu given ticket insid vehicl wrong
Irish3230,hotel love look outsid ground beauti room date dark jr suit hope place could relax suit invit bu transport park alway describ leav everi 20 min three day good
IrvineGuy,alway enjoy stay hampton inn never spent night bad one hi usual high standard place feel good stay complimentari breakfast adequ need although non chee hot choic would welcom staff help
Isabel,bad expen breakfast good clean room comfort bed good locat near strip calm bad perfect period good like wonder staff westin even guess get marri vega total surpri got back hotel wed ceremoni bottl champagn chocolateco strawberri wait us hotel restaur savona bistro simpli best angu burger world locat us prefer skip hustl bustl strip perfect
Isabelle,stay last minut feel like drive back columbu welcom front desk patti hotel for30 year say allot red roof inn compani birthday made feel like minesuch sweet welcomeoff bottl waterand expect bed thank pattyy awesom happi birthday
Islandhopper42,nice hotel clean room good free breakfast offer nice stay good bed friendli staff hotel look like brand new close sever restaur right next door felt safe hotel
Islandtime32,good last minut place stay conveni locat room clean quiet rate reason receptionist friendli easi access town drive rocki mountain park
Israa,bad littl pricey good staff member nice food hotel restaur extrem delici walk distanc beach mani restaur ocean drive room clean spaciou
Iwannabeonvacation,hotel went beyond expect far accommod servic extend stay suit bridal suit absolut fantast girl abl get readi togeth photograph came took pictur breakfast morn good make waffl kind goodi
J,bad room small side one back room view build see insid room sinc window high breakfast attend hot option narrow corridor good decor room modern plea sound equip want listen music speaker wall floor shower nonslipperi decor bathroom also nice locat outstand copley subway station accross street well bu stop restuar shop newburi street one block away bagel donut breakfast fresh told husband could check without arriv state unprofess bad attitud grown women intox knock door run hall make lot noi hotel club insid attract wrong peopl small hotel made nice lot peopl place room clean spaciou balconi everi room everi room beach view beach separ boardwalk come room right activ restaur nice night life beach still right recommend hotel
J B,travel arizona stay night king suit comfort clean quiet use fit center varieti machin well free weight use breakfast basic fare good would definit stay
J Kelly,breakfast morn realli quit good lot food lot choic carb also shuttl take hotel anywh within 3 mile extrem valuabl got see dc paid much less averag per night shuttl allow us go metro everi day also use shuttl go restaur dinner pick rental car one day even church sunday
J N,motel poorli manag maintain smoke room reek smoke nonsmok room much better expect motel natur low fit averag motel manag disappoint best worth money time
J P,small clean motel need stay night without frill steve help walk store restaur mani travel cannot comment noi review mention
J R,went eat buffet varieti food good food great price first visit get discount buffet also littl bit gambl town visit famili inform thing bowl catch movi
J.D. S,probabl great place need overhaul room larg poorli air condit pool indooroutdoor pretti neat spa tub old need updat plenti truck park 18 wheeler
J4884LTkarenm,excel locat clean hotel safe friendli help staff stay twice year short drive distanc disney park great famili travel breakfast wifi includ stay
J997WXkimberlys,moment arriv felt pamper attend conveni properti march made stay comfort linen excel love size bathroom layout
JAMES L,stay motel sever time travel florida return north plea see mgmt final put effort upgrad room room small use comput easi conveni electr outlet wifi slow also cramp room tri use
JANET,stay pretti cool 1st time 1st time get hotel experi cool relax 1st hesit get hotel rate good thing decid check thing bathroom fan loud actual unit blew cold air relax
JB,complaint couldnt close thicker curtain light came post light outsid shine window night make hard sleep
JB1886,travel 4 adult arriv late night somewhat dubiou hotel look invit outsid sinc reserv stay check hotel desk locat across street made way room great relief greet
JB9306,hotel cozi staff friendli help room small pleasant comfort stair get lobbi steep definit would recommend hotel friend would come back anoth stay
JBHall1983,came chicago coupl day could check convent hotel found place groupon getaway disappoint spent day sight see amen went long way help get morn start love abl use wifi sip coff
JC,hampton inn never disappoint alway afford clean hotel attent friendli staff breakfast alway plu also nation harbor nice area full shop dine choic seem famili friendli hangout destin local hotel best locat conveni shop hike simpli relax breakfast includ incr good gener free villag park transport step away over great deal
JC0l,alright place renov room get empti place kinda date keptup right interst exit 15 denni right next door restaur close
JCProvRI,repeat custom plan next visit comfort room great food accommod host ken lisa alway help suggest addit explor option area farmer market local artist
JCS,room nice clean breakfast nice extra satisfi book
JCSdc,last stop marathon trip home south florida check breez plenti luggag cart bring belong staff suggest park locat made unload breez room clean spaciou breakfast fulli stock two cheer staff member present pool
